barcode_prri,item_id,brand,description,specifications,category_id,transac_type,quantity,unit,unit_price,total_cost,project_code,personnel_id,user_id,expiration,remarks,par_no,created_at,location,condition
1.01E+17,Laptop Computer,HP,S/N: 5CD425BQ62,"HP 640 G10 14&quot;, S/N: 5CD425BQ62                                          HP 640 G10 14 inches i5-1335U 16GB Ram
1TB SSD
Operating System: Windows 11 Pro - 64 Bit
Processor: Intel Core i5-1335U (up to 4.6 GHz with Intel&reg;
Turbo Boost Technology, 12 MB cache, 10 cores, 12
threads)
RAM: 16G DDR4 3200Mhz
Storage: 1TB M.2 PCIe&reg; NVMe&trade; SSD
Display: 35.6 cm (14&quot;) diagonal, FHD (1920 x 1080), IPS,
narrow bezel, anti-glare, 250 nits, 45% NTSC
Ports:
Connectivity: Wifi 6E and Bluetooth 5.3
Camera: 720P
Fingerprint sensor
Battery: HP Long Life 3-cell, 51 Wh Li-ion
Weight: 1.41 kg
Dimensions: Dimensions (W x D x H)
32.19 x 21.39 x 1.99 cm
Ports:
2 USB Type-A 5Gbps signaling rate (1 power); 1 AC power
1 Thunderbolt&trade; 4 with USB Type-C&reg; 40Gbps signaling
rate (USB Power Delivery, DisplayPort&trade; 1.4)
1 USB Type-C&reg; 10Gbps signaling rate (USB Power
Delivery, DisplayPort&trade; 1.4)
1 HDMI 2.1
Includes:
Microsoft Office Home and Business 2024 ESD
10 in 1 USB Hub with SD/TF Card Reader
1 year warranty on parts and services
Laptop Bag and Wireless Rechargeable Mouse

HP 640 G10 14&quot;, S/N: 5CD425BQ62
Property Tag #: 19736
",4,incoming,1,unit,71000,71000,Corporate,Benson Z. Munar,Roel R. Suralta,,Initial Stock,2025-03-0040,01/31/2025,Researchers Office I,Serviceable
1.01E+17,Laptop Computer,HP,S/N: 5CD425GPJ6,"HP 640 G10 14 inches i5-1335U 16GB Ram
1TB SSD
Operating System: Windows 11 Pro - 64 Bit
Processor: Intel Core i5-1335U (up to 4.6 GHz with Intel&reg;
Turbo Boost Technology, 12 MB cache, 10 cores, 12
threads)
RAM: 16G DDR4 3200Mhz
Storage: 1TB M.2 PCIe&reg; NVMe&trade; SSD
Display: 35.6 cm (14&quot;) diagonal, FHD (1920 x 1080), IPS,
narrow bezel, anti-glare, 250 nits, 45% NTSC
Ports:
Connectivity: Wifi 6E and Bluetooth 5.3
Camera: 720P
Fingerprint sensor
Battery: HP Long Life 3-cell, 51 Wh Li-ion
Weight: 1.41 kg
Dimensions: Dimensions (W x D x H)
32.19 x 21.39 x 1.99 cm
Ports:
2 USB Type-A 5Gbps signaling rate (1 power); 1 AC power
1 Thunderbolt&trade; 4 with USB Type-C&reg; 40Gbps signaling
rate (USB Power Delivery, DisplayPort&trade; 1.4)
1 USB Type-C&reg; 10Gbps signaling rate (USB Power
Delivery, DisplayPort&trade; 1.4)
1 HDMI 2.1
Includes:
Microsoft Office Home and Business 2024 ESD
10 in 1 USB Hub with SD/TF Card Reader
1 year warranty on parts and services
Laptop Bag and Wireless Rechargeable Mouse

HP 640 G10 14&quot;, S/N: 5CD425GPJ6
Property Tag #: 19737
",4,incoming,1,unit,71000,71000,Corporate,Jayvee A. Garcia,Roel R. Suralta,,Initial Stock,2025-03-0041,01/31/2025,Researchers Office I,Serviceable
1.01E+17,Laptop Computer,HP,S/N: 5CD425GPKB,"HP 640 G10 14 inches i5-1335U 16GB Ram
1TB SSD
Operating System: Windows 11 Pro - 64 Bit
Processor: Intel Core i5-1335U (up to 4.6 GHz with Intel&reg;
Turbo Boost Technology, 12 MB cache, 10 cores, 12
threads)
RAM: 16G DDR4 3200Mhz
Storage: 1TB M.2 PCIe&reg; NVMe&trade; SSD
Display: 35.6 cm (14&quot;) diagonal, FHD (1920 x 1080), IPS,
narrow bezel, anti-glare, 250 nits, 45% NTSC
Ports:
Connectivity: Wifi 6E and Bluetooth 5.3
Camera: 720P
Fingerprint sensor
Battery: HP Long Life 3-cell, 51 Wh Li-ion
Weight: 1.41 kg
Dimensions: Dimensions (W x D x H)
32.19 x 21.39 x 1.99 cm
Ports:
2 USB Type-A 5Gbps signaling rate (1 power); 1 AC power
1 Thunderbolt&trade; 4 with USB Type-C&reg; 40Gbps signaling
rate (USB Power Delivery, DisplayPort&trade; 1.4)
1 USB Type-C&reg; 10Gbps signaling rate (USB Power
Delivery, DisplayPort&trade; 1.4)
1 HDMI 2.1
Includes:
Microsoft Office Home and Business 2024 ESD
10 in 1 USB Hub with SD/TF Card Reader
1 year warranty on parts and services
Laptop Bag and Wireless Rechargeable Mouse

HP 640 G10 14&quot;, S/N: 5CD425GPKB
Property Tag #: 19738
",4,incoming,1,unit,71000,71000,Corporate,Ephraim Dioeve R. Yarcia,Roel R. Suralta,,Initial Stock,2025-03-0042,01/31/2025,Researchers Office I,Serviceable
1.01E+17,Laptop Computer,Lenovo,S/N: PF4TQT54,"Lenovo Yoga 16 inch i9-13905H 32GB Ram
1TB SSD
Offer for Item 3 and 4
Operating System: Windows 11 Pro - 64 Bit
Processor: Intel Core i9-13905H 14 Cores &amp; 20 Threads ,
5.4 GHz, 24MB
GPU: Nvidia GeForce RTX4060 GDDR6 8GB
Memory:32gb (Onboard, 32gb x 1) LPDDR5X-6400MHz
Storage: 1TB PCIe 4.0 SSD
Display: 16â€ 3.2k (3200*2000) 165Hz, 400 Nits, 16:10,
Touchscreen, 235 PPi, Eyesafe, LCD IPS
Connection: Wifi 6E and Bluetooth 5.3
Camera: 5MP
Battery: 75Wh
Ports:
USB A
Thunderbolt 4
HDMI
Audio port
Includes:
Stylus pen
Microsoft Office Home and Business 2024 ESD
10 in 1 USB Hub with SD/TF Card Reader
1 year warranty on parts and services
Laptop Bag (Backpack) and Wireless Rechargeable Mouse

Lenovo Yoga 16 in, S/N: PF4TQT54
Property Tag #: 19739
",4,incoming,1,unit,150000,150000,Corporate,Precious Mae Gabato,Roel R. Suralta,,Initial Stock,2025-03-0038,01/25/2025,Researchers Office I,Serviceable
1.01E+17,Laptop Computer,Lenovo,S/N: PF4VB3YB,"Lenovo Yoga 16 inch i9-13905H 32GB Ram
1TB SSD
Offer for Item 3 and 4
Operating System: Windows 11 Pro - 64 Bit
Processor: Intel Core i9-13905H 14 Cores &amp; 20 Threads ,
5.4 GHz, 24MB
GPU: Nvidia GeForce RTX4060 GDDR6 8GB
Memory:32gb (Onboard, 32gb x 1) LPDDR5X-6400MHz
Storage: 1TB PCIe 4.0 SSD
Display: 16â€ 3.2k (3200*2000) 165Hz, 400 Nits, 16:10,
Touchscreen, 235 PPi, Eyesafe, LCD IPS
Connection: Wifi 6E and Bluetooth 5.3
Camera: 5MP
Battery: 75Wh
Ports:
USB A
Thunderbolt 4
HDMI
Audio port
Includes:
Stylus pen
Microsoft Office Home and Business 2024 ESD
10 in 1 USB Hub with SD/TF Card Reader
1 year warranty on parts and services
Laptop Bag (Backpack) and Wireless Rechargeable Mouse

Lenovo Yoga 16 in, S/N: PF4VB3YB
Property Tag #: 19740
",4,incoming,1,unit,150000,150000,Corporate,Cristo Rey C. Magdadaro,Roel R. Suralta,,Initial Stock,2025-03-0039,01/25/2025,Researchers Office I,Serviceable
1051055414,LCD Panel,LG/AUO/BOE,43-inch,"ICT equipment
43""  Display LCD Panel Brand: LG/AUO/Chimei/BOE Type of Panel: LG E-LED, 16:9 ratio, 1920 x 1920; 4k resolution, Max Viewing Display: 178 (h)/ 178 (v, Visible Area: 928 2 x 521 3mm, Accuracy: 2mm, 92% Transmittance, Surface Protection: 4mm thick tempered glass Operating System: Windows 10, intel i5, RAM:4G, Hard Disk:256, Speaker: 2*15W, Software: Support Word, Excel, PowerPoint, PDF",4,incoming,1,unit,120495,120495,Corporate,,Roel R. Suralta,,Initial Stock,24-11-0050,01/14/2021,,Serviceable
1051055415,LCD Panel,LG/AUO/BOE,43-inch,"ICT equipment, 43""  Display LCD Panel Brand: LG/AUO/Chimei/BOE Type of Panel: LG E-LED, 16:9 ratio, 1920 x 1920; 4k resolution, Max Viewing Display: 178 (h)/ 178 (v, Visible Area: 928 2 x 521 3mm, Accuracy: 2mm, 92% Transmittance, Surface Protection: 4mm thick tempered glass Operating System: Windows 10, intel i5, RAM:4G, Hard Disk:256, Speaker: 2*15W, Software: Support Word, Excel, PowerPoint, PDF",4,incoming,1,unit,120495,120495,Corporate,,Roel R. Suralta,,Initial Stock,24-11-0050,01/14/2021,,Serviceable
1051072194,Led Display,Micsolar,N-Series,"LED Screen MICSOLAR                                                                                  ICT equipment, LED Screen
MICSOLAR
P2 5 indoor FIXED LED DISPLAY N -Series

TECHNICAL PARAMETERS
LED Module

Pixel Pitch: 2 5 mm , Pixel configuration: 1R 1G 1B
Module size(w x h):250*250mm Module resolution: 100*100 dots, Pixel Density/ : 160000 dots LED type: SMD2020

LED cabinet Cabinet size(w x h x d): 500*500*70mm , (1 64ftx1 64ft), Module Quantity: 4 PCS
Ca=abinet resolution(dots) / PIXEL PER PANEL: 200 x 200 x 40000
Weight(kg/pc): 6 Material steel Max Power consumption(w/sqm): 700 watts , Avg Power consumption(w/sqm): 180

LED Screen (W X H X TOTAL)
Cabinet Quantity(pcs): 13 X 8 X 104 Screen size (m): 6 5X4X26, Screen size (ft): 21 325 X 13 123 X 279 862 Screen resolution(dots): 2600 X 1600 X 4160000 Total weight for the screen(kg) : 624 Avg Power consumption(watts): 700 watts max Technical Parameter Brightness: 1500 nits, Viewing Distance: 2m , Refresh frequency: 3840Hz Service: Front maintenance , Ingress Protection: IP3X , Way of Scan: 1/32 scan Grey Level: 14-16 bits , Lifetime at 50% brightness: &gt;100, 000 hours , Blind Spot Rate: =0 0003 Input voltage: AC220-240V , Operating temperature: -20 ~ +60 , Operating humidity: 10% ~ 90% Driving Mode: Constant current , Viewing angle: Horizontal / Vertical 140 deg Control Distance: &lt;120 meters: UTP CAT 6 network cable (without relay)
Or optical fiber transmission for over 500M-10, 000M
Source compatibility (with video processor): HDMI, HDSDI, SDI, VGA, RJ45, YC Certificate: CE, EMC, FCC , Operating system: Windows (2000/XP/Vista)

MICSOLAR, P2 5 indoor FIXED LED DISPLAY N -Series
Property Tag #: 19587",4,incoming,1,unit,2877000,2877000,Corporate,,Roel R. Suralta,,Initial Stock,24-08-0022,07/30/2024,Plenary Hall,Serviceable
1051051527,Moisture Analyzer,SKZ,S/N: 202001091,"Analyzer, SKZ111L-1 Multi-Grain Halogen Moisture Analyzer SN:202001091, Specifications: 200g/1mg, Moisture Range: 0 00%-100%, Readability: 1mg, Moisture Readability, Accuracy: 0 01%, Dry Residual Readability Accuracy: 0 01%, Pan Size : 90mm dia, Heating Mode: halogen Lamp, Display: LCD, Temperature Sensor: PT-100, Temperature Setting: 40C˜199C, Temperature Interval: 1C, Working Temperature: 5-35C, Time Setting 1-99minutes, Automatic Shutdown: 0 1%-9 9% within 1min, ATRO 100%-999%, ATRO: 0%-999%, History Store: 15 groups, Power Supply : 220V, Heater : 220V±15%50Hz, 115V±15%, 50Hz, Calibration Mode: external calibration provided poise 100g, Connect output: RS232, Dimensions (W*L*H): 200x 180x380mm, Weight: 6kg, with, 1x Moisture Meter, 1set Wind Cover, 1x sample pan holder, 1x Tray handle , 1x piece Power cord, 1x Aluminum sample pan, 1set 50pcs 2x 100g standard weight, 1x Product Manual, 1x Product certification",4,incoming,1,unit,240000,240000,Corporate,Nonawin B. Lucob-Agustin,Roel R. Suralta,,Initial Stock,24-02-0079,02/06/2020,Phenotyping Area,Serviceable
1051051421,NAS Storage,Synology,S/N: 19B0O4N110600,"NAS Storage, Synology RS3617xs+ NAS Storage SN:19B0O4N110600, PU Frequency: Intel Xeon D-1531 Six Core 2 2(base)/2 7(Turbo)GHz, Memory: 8 GB DDR4 ECC UDIMM (8GB x 1), (Expandable up to 64GB) (16GB x 4), Internal HDD/SSD: SATAII/SATAIII/2 5” SSD Cache X2, 144TB (12TB HDD x 12), Hot-swappable HDD, LAN: Gigabit x4, RJ-45 10GBE LAN Ports x 2, Redundant Power Supply, 1x RX1217RP 12-bay SATA Expansion Unit, 2x RKS1317 1U/2U Sliding Railkit, 1x RAMEC2133DDR4-48G RAM Module, 1x X520-SR2 Network Adapter (P821, 670 59), with 24x SSDSC2KB960G801 Intel SSD D3-S4510 Series, 960GB, 2 5in SATA 6GB/s (P604, 481 93)",4,incoming,1,unit,1426152.52,1426152.52,Corporate,,Roel R. Suralta,,Initial Stock,24-11-0051,01/20/2020,Bioinformatics Room,Serviceable
1051051493,Netbook Computer,Asus,S/N: J9N0CV10F811395,"Notebook computer, Asus Vivobook S13 NanoEdge Notebook Computer SN:J9N0CV10F811395, S33UN-EY002T, Core i5-8250U processor 1 6 GHz (6M Cache, up to 3 4 GHz), Microsoft Windows 10 (64bit), LPDDR3 4GB DRAM DDR4 4G, 256G M 2 Solid State Drive, NVIDIA GeForce MX150 (N17S-G1) GDDR5 2GB, with laptop bag, Microsoft Office Home and Business 2019 English APAC EM Medialess and A4 tech G2-280N Wireless Mini Mouse",4,incoming,1,unit,56380,56380,Corporate,Luilene Miranda,Roel R. Suralta,,Initial Stock,23-03-0019,01/28/2020,Researchers Office II,Serviceable
1051051494,Netbook Computer,Asus,S/N: J9N0CV10F796391,"Notebook computer, Asus Vivobook S13 NanoEdge Notebook Computer SN:J9N0CV10F796391, S33UN-EY002T, Core i5-8250U processor 1 6 GHz (6M Cache, up to 3 4 GHz), Microsoft Windows 10 (64bit), LPDDR3 4GB DRAM DDR4 4G, 256G M 2 Solid State Drive, NVIDIA GeForce MX150 (N17S-G1) GDDR5 2GB, with laptop bag, Microsoft Office Home and Business 2019 English APAC EM Medialess and A4 tech G2-280N Wireless Mini Mouse",4,incoming,1,unit,56380,56380,Corporate,Rhona Jane Fabros,Roel R. Suralta,,Initial Stock,23-08-0038,01/28/2020,Researchers Office II,Serviceable
1051051495,Netbook Computer,Asus,S/N: J9N0CV10F75339A,"Notebook computer, Asus Vivobook S13 NanoEdge Notebook Computer SN:J9N0CV10F75339A, S33UN-EY002T, Core i5-8250U processor 1 6 GHz (6M Cache, up to 3 4 GHz), Microsoft Windows 10 (64bit), LPDDR3 4GB DRAM DDR4 4G, 256G M 2 Solid State Drive, NVIDIA GeForce MX150 (N17S-G1) GDDR5 2GB, with laptop bag, Microsoft Office Home and Business 2019 English APAC EM Medialess and A4 tech G2-280N Wireless Mini Mouse",4,incoming,1,unit,56380,56380,Corporate,,Roel R. Suralta,,Initial Stock,25-07-0019,01/28/2020,AA Office,Serviceable
1051051496,Netbook Computer,Asus,S/N: J9N0CV10F760395,"Notebook computer, Asus Vivobook S13 NanoEdge Notebook Computer SN:J9N0CV10F760395, S33UN-EY002T, Core i5-8250U processor 1 6 GHz (6M Cache, up to 3 4 GHz), Microsoft Windows 10 (64bit), LPDDR3 4GB DRAM DDR4 4G, 256G M 2 Solid State Drive, NVIDIA GeForce MX150 (N17S-G1) GDDR5 2GB, with laptop bag, Microsoft Office Home and Business 2019 English APAC EM Medialess and A4 tech G2-280N Wireless Mini Mouse",4,incoming,1,unit,56380,56380,Corporate,Alelie L. Laureano,Roel R. Suralta,,Initial Stock,23-03-0015,01/28/2020,AA Office,
1051051423,Network Switch,Aruba,S/N: SG9AGYT04M,"Network switch, Aruba 3810M 24G 1-slot Switch (JL071A) SN: SG9AGYT04M, w/ HPE 1Y FC NBD Exch Aruba 3810M 24G 1 SVC [for JL071A], 2x Aruba X371 12VDC 250W Power Supply SN:CN99GZ86QS and CN99GZ86A4, and Aruba 3810M/2930M 4SFP+ MACsec Module SN:SG90GZ0K0",4,incoming,1,unit,51274.32,51274.32,Corporate,,Roel R. Suralta,,Initial Stock,24-11-0061,01/20/2020,Bioinformatics Room,Serviceable
1051051424,Network Switch,Aruba,S/N: TW90HKV0YZ,"Network switch, Aruba 2930F 48G 4SFP+ Switch (JL254A) Network switch SN: TW90HKV0YZ, w/ HPE 1Y FC NBD Exch Aruba2930F48G4SFP SVC [for JL254A]
Limited lifetime warranty",4,incoming,1,unit,113426.44,113426.44,Corporate,,Roel R. Suralta,,Initial Stock,24-02-0075,01/20/2020,Bioinformatics Room,Serviceable
1051048963,Notebook computer,Lenovo,S/N: PF17BAPN,"Notebook computer, Lenovo ThinkPad E580 Notebook Computer with SN:PF17BAPN, Intel® Core™ i7-8550U Processor (8M Cache , up to 4 0 GHz), 16GB (2 x 8GB DDR4 2400 SODIMM), 1TB 5400rpm, Plextor 256GB M 2 2280 PCIe Gen3 x 4 NVME 2 5"" Solid State Drive, NO DVD Recordable / 720p HD Camera / Fingerprint / NO Smart Card Reader, 720p HD camera, fingerprint, 3cell 45Wh, Intel 3165AC + Bluetooth / KYB US English, 15 6"" FULL HD IPS Display, Microsoft Windows 10 Professional 64 Bit w/ Microsoft Office Home an",4,incoming,1,unit,82195,82195,Corporate,Jayvee A. Garcia,Roel R. Suralta,,Initial Stock,23-04-0015,10/09/2018,Researchers Office I,Needing Repair
1051048964,Notebook computer,Lenovo,S/N: PF17B8XY,"Notebook computer, Lenovo ThinkPad E580 Notebook Computer with SN:PF17B8XY, Intel® Core™ i7-8550U Processor (8M Cache , up to 4 0 GHz), 16GB (2 x 8GB DDR4 2400 SODIMM), 1TB 5400rpm, Plextor 256GB M 2 2280 PCIe Gen3 x 4 NVME 2 5"" Solid State Drive, NO DVD Recordable / 720p HD Camera / Fingerprint / NO Smart Card Reader, 720p HD camera, fingerprint, 3cell 45Wh, Intel 3165AC + Bluetooth / KYB US English, 15 6"" FULL HD IPS Display, Microsoft Windows 10 Professional 64 Bit w/ Microsoft Office Home and Student 2016 Medialess and BISmart Carry case",4,incoming,1,unit,82195,82195,Corporate,,Roel R. Suralta,,Initial Stock,24-11-0054,10/09/2018,Phenotyping Area,Serviceable
1051050540,Notebook Computer,Asus,S/N: J8N0CV046324336,"Notebook computer, Asus S330UN-EY001T 256 SSD Vivobook S Gold w/ SN:J8N0CV046324336, Intel core i5-8265u, 1 6ghz, 4GB, 256GB SSD, No ODD, 13 3” FHD LED, S-card, L-card, V-card MX150, , Bundled WIN10, Camera & Adapter, Manuals & CD’s, Wifi, Bluetooth, w/ Promate Clix-8 Wireless Optical Mouse black, Asus Backpack and MS T5D-03249 Office Home & Business 2019, Supplier Code:AT19-ST0077",4,incoming,1,unit,60500,60500,Corporate,Ma. Johna C. Duque,Roel R. Suralta,,Initial Stock,23-09-0018,09/12/2019,Researchers Office I,Serviceable
1051050541,Notebook Computer,Asus,S/N: J8N0CV04V447336,"Notebook computer, Asus S330UN-EY001T 256 SSD Vivobook S Gold w/ SN:J8N0CV04V447336, Intel core i5-8265u, 1 6ghz, 4GB, 256GB SSD, No ODD, 13 3” FHD LED, S-card, L-card, V-card MX150, , Bundled WIN10, Camera & Adapter, Manuals & CD’s, Wifi, Bluetooth, w/ Promate Clix-8 Wireless Optical Mouse black, Asus Backpack and MS T5D-03249 Office Home & Business 2019, Supplier Code:AT19-ST0078",4,incoming,1,unit,60500,60500,Corporate,Amabel H. Achuela,Roel R. Suralta,,Initial Stock,24-05-0013,09/12/2019,Researchers Office I,Unserviceable
1051050542,Notebook computer,Asus,S/N: J8N0CV04V469335,"Notebook computer, Asus S330UN-EY001T 256 SSD Vivobook S Gold w/ SN:J8N0CV04V469335, Intel core i5-8265u, 1 6ghz, 4GB, 256GB SSD, No ODD, 13 3” FHD LED, S-card, L-card, V-card MX150, , Bundled WIN10, Camera & Adapter, Manuals & CD’s, Wifi, Bluetooth, w/ Promate Clix-8 Wireless Optical Mouse black, Asus Backpack and MS T5D-03249 Office Home & Business 2019, Supplier Code:AT19-ST0079",4,incoming,1,unit,60500,60500,Corporate,Editha V. Evangelista,Roel R. Suralta,,Initial Stock,23-09-0017,09/12/2019,Researchers Office II,Serviceable
1051050543,Notebook computer,Asus,S/N: J8N0CV046386338,"Notebook computer, Asus S330UN-EY001T 256 SSD Vivobook S Gold w/ SN:J8N0CV046386338, Intel core i5-8265u, 1 6ghz, 4GB, 256GB SSD, No ODD, 13 3” FHD LED, S-card, L-card, V-card MX150, , Bundled WIN10, Camera & Adapter, Manuals & CD’s, Wifi, Bluetooth, w/ Promate Clix-8 Wireless Optical Mouse black, Asus Backpack and MS T5D-03249 Office Home & Business 2019, Supplier Code:AT19-ST0080",4,incoming,1,unit,60500,60500,Corporate,,Roel R. Suralta,,Initial Stock,24-11-0058,09/12/2019,Researchers Office I,Serviceable
1051050544,Notebook computer,Asus,S/N: J8N0CV04637833B,"Notebook computer, Asus S330UN-EY001T 256 SSD Vivobook S Gold w/ SN:J8N0CV04637833B, Intel core i5-8265u, 1 6ghz, 4GB, 256GB SSD, No ODD, 13 3” FHD LED, S-card, L-card, V-card MX150, , Bundled WIN10, Camera & Adapter, Manuals & CD’s, Wifi, Bluetooth, w/ Promate Clix-8 Wireless Optical Mouse black, Asus Backpack and MS T5D-03249 Office Home & Business 2019, Supplier Code:AT19-ST0081",4,incoming,1,unit,60500,60500,Corporate,Nonawin B. Lucob-Agustin,Roel R. Suralta,,Initial Stock,24-07-0006,09/12/2019,Researchers Office I,Unserviceable
1051050546,Notebook computer,Apple,S/N: SC02X282BJHCD,"Notebook computer, Apple Macbook Pro MR9U2PP/A SN:SC02X282BJHCD, 13 3 inch LED-backlit display w/ IPS technology, 2560-by-1600 native resolution at 227 pixels per inch w/ support for millions of colors, 2 3 GHz quad -core Intel Core i5, Turbo boost up to 3 8GHz, with 128MB of eDRAM, 2656 SDD storage and 8GB of 2133MHz LPDDR3 on board memory w/ MS T5D-03249 Office Home & Business 2019, laptop bag and wireless mouse",4,incoming,1,unit,98500,98500,Corporate,,Roel R. Suralta,,Initial Stock,24-02-0004,09/12/2019,RRSuralta Office,
1.01E+16,Notebook computer,Apple,S/N: KGVFVQMHXH,"APPLE MACBOOK AIR 13, S/N:KGVFVQMHXH                       APPLE MACBOOK AIR 13 MXCR3PP/A M3 Chip
Processor: 16-core Neural Engine
13.6-inch Liquid Retina display with True ToneÂ² 
16GB Unified Memory 
512GB SSD
1080p FaceTime HD camera
MagSafe 3 charging port
Two Thunderbolt / USB 4 ports
Support for up to two external displays (with laptop lid closed)
Magic Keyboard with Touch ID
Force Touch trackpad
35W Dual USB-C Port Compact Power Adapter
1 year warranty

APPLE MACBOOK AIR 13, S/N:KGVFVQMHXH
Property Tag#: 19760
",4,incoming,1,unit,98700,98700,Corporate,,Roel R. Suralta,,Initial Stock,2025-04-0073,03/03/2025,,
1.10E+17,Notebook computer,Apple,S/N: KWJ9FVF2YC,"APPLE MACBOOK AIR 13, S/N: KWJ9FVF2YC                         APPLE MACBOOK AIR 13 MLXX3PP/A (NOTEBOOK COMPUTER)
13-inch MacBook Air: Apple M2 chip with 8-core CPU and 10-core GPU, 512GB - Space Grey 
16 core Neural Engine for advanced machine learning tasks
8GB Unified Memory, 512GB SSD
Laptop Bag and Wireless Mouse
1 year warranty

APPLE MACBOOK AIR 13, S/N: KWJ9FVF2YC
Property Tag#:19753
",4,incoming,1,unit,76500,76500,Corporate,PAR TRANSFERRED TO GLENDA KALAW,Roel R. Suralta,,Initial Stock,2025-04-0067,03/03/2025,,Serviceable
1051049715,Printer,HP,S/N: JPFKM1N6QF,"Printer, HP Color Laserjet Enterprise MFP M681DH printer w/ SN:JPFKM1N6QF, print, copy, scan, Up to 47ppm black and colour, up to 1200 x 1200 dpi black and colour, up to 100, 000 pages per month duty cycle (print), Up to 600 x 600 dpi hardware (scan), up to 600dpi optical, up to 600 dpi enhanced, Up to 47cpm black and colour (Copy), 1 gigabit ethernet 10/100/1000T network, 1 Hardware Integration Pocket",4,incoming,1,unit,220000,220000,Corporate,,Roel R. Suralta,,Initial Stock,24-04-0057,02/14/2019,Supplies Room II,Serviceable
1051050547,Printer,HP,S/N: CNCKM3TBZJ,"Printer, HP Laserjet Enterprise MFP M577DN w/ SN:CNCKM3TBZJ, Print, copy, scan, Duplex print options: Automatic (standard), Print resolution: Black (normal): Up to 600 x 600 dpi Colour (normal): Up to 600 x 600dpi, Flatbed, ADF;/Contact Image Sensor (CIS), Scan speed: Normal, A4: Up to 43 ppm/43 ipm (b&w), up to 38 ppm/38ipm (colour), Scan resolution: Enhanced: Up to 600 dpi, Up to 600 x 600 dpi Hardware, Up to 600 dpi Optical, Flatbed/ADF: 216 x 365 mm (8 5 x 14 in), Copy speed: Black/Colour (normal, A4): Up to 38 cpm; Black/Colour (normal, letter): Up to 40 cpm, Black (text & graphics): Up to 600 x 600 dpi (flatbed), 600 x 450 dpi (ADF); Colour (text & graphics): Up to 600 x 600 dpi (flatbed), 300 x 600 dpi (ADF), Up to 80, 000 pages Duty cycle, 2, 000 to 7, 500 pages Recommended monthly page volume, Paper handling: Input: 100-sheet multipurpose tray, 550-sheet input tray 2: Optional: 550-sheet media input tray 3, 550-sheet media input tray 4, 550-sheet media input tray 5; Output: 250-sheet output bin, Add-ons: Consumables included): 1 pc CF360X BLACK - 12, 500 page Yield, 1 pc CF361A CYAN - 5, 000 Page Yield, 1 pc CF362A YELLOW - 5, 000 Page Yield, 1 pc CF363A MAGENTA – 5, 000",4,incoming,1,unit,212700,212700,Corporate,,Roel R. Suralta,,Initial Stock,23-01-0029,09/12/2019,Researchers Office II,Serviceable
1051050548,Printer,HP,S/N: CNCKM3TBXQ,"Printer, HP Laserjet Enterprise MFP M577DN w/ SN:CNCKM3TBXQ, Print, copy, scan, Duplex print options: Automatic (standard), Print resolution: Black (normal): Up to 600 x 600 dpi Colour (normal): Up to 600 x 600dpi, Flatbed, ADF;/Contact Image Sensor (CIS), Scan speed: Normal, A4: Up to 43 ppm/43 ipm (b&w), up to 38 ppm/38ipm (colour), Scan resolution: Enhanced: Up to 600 dpi, Up to 600 x 600 dpi Hardware, Up to 600 dpi Optical, Flatbed/ADF: 216 x 365 mm (8 5 x 14 in), Copy speed: Black/Colour (normal, A4): Up to 38 cpm; Black/Colour (normal, letter): Up to 40 cpm, Black (text & graphics): Up to 600 x 600 dpi (flatbed), 600 x 450 dpi (ADF); Colour (text & graphics): Up to 600 x 600 dpi (flatbed), 300 x 600 dpi (ADF), Up to 80, 000 pages Duty cycle, 2, 000 to 7, 500 pages Recommended monthly page volume, Paper handling: Input: 100-sheet multipurpose tray, 550-sheet input tray 2: Optional: 550-sheet media input tray 3, 550-sheet media input tray 4, 550-sheet media input tray 5; Output: 250-sheet output bin, Add-ons: Consumables included: 1 pc CF360X BLACK - 12, 500 page Yield, 1 pc CF361A CYAN - 5, 000 Page Yield, 1 pc CF362A YELLOW - 5, 000 Page Yield, 1 pc CF363A MAGENTA – 5, 000",4,incoming,1,unit,212700,212700,Corporate,,Roel R. Suralta,,Initial Stock,23-01-0029,09/12/2019,AA Office,Serviceable
1051071228,Printer,HP,S/N: CNBRR6K158,"Printer, HP Laserjet Pro SN: CNBRR6K158
ICT equipment, Printer
HP Color LaserJet Pro MFP M282nw Printer
SN: CNBRR6K158
Inv Tag #: 19466",4,incoming,1,unit,57675,57675,Corporate,Precious Mae Gabato,Roel R. Suralta,,Initial Stock,24-01-0020,01/08/2024,Researchers Office I,Serviceable
1051055983,Scanner,Epson,S/N: x2wk000314,"Epson 12000XL SN: x2wk000314r Part No B11B240502 Flatbe
ICT equipment, Scanner
Epson 12000XL Epson Expression 12000XL Scanner Part No B11B240502 Flatbed, 6-line CCD, LED Scan up to A3 size High optical resolution of 2, 400 x 4, 800 dpi LED light source Scan transparencies up to A3 size with the optional A3 Transparency Unit Auto focus function for clearer, sharper images Warranty: 1 Year SN: x2wk000314",4,incoming,1,unit,181440,181440,Corporate,Jonathan M. Niones,Roel R. Suralta,,Initial Stock,24-11-0030,03/04/2021,Phenotyping Area,
